session_id,user_id,session_number,transcript,csi_score,acoustic_features,temporal_features,linguistic_features,label
41,3,17,"Number 1 was successful, now I am testing number 2.",80,"{'mfcc_0_mean': -342.4823, 'mfcc_0_var': 3160.664307, 'mfcc_1_mean': 117.596329, 'mfcc_1_var': 741.010193, 'mfcc_2_mean': -71.049484, 'mfcc_2_var': 818.002625, 'mfcc_3_mean': 28.990892, 'mfcc_3_var': 730.127808, 'mfcc_4_mean': -39.010006, 'mfcc_4_var': 803.523193, 'mfcc_5_mean': -46.026585, 'mfcc_5_var': 265.958252, 'mfcc_6_mean': -19.574099, 'mfcc_6_var': 255.013275, 'mfcc_7_mean': -20.102333, 'mfcc_7_var': 187.74115, 'mfcc_8_mean': -35.027397, 'mfcc_8_var': 235.225571, 'mfcc_9_mean': -45.524567, 'mfcc_9_var': 229.708374, 'mfcc_10_mean': -17.245743, 'mfcc_10_var': 90.631363, 'mfcc_11_mean': -28.38628, 'mfcc_11_var': 112.585899, 'mfcc_12_mean': -17.856285, 'mfcc_12_var': 186.545273, 'mfcc_variance_avg': 601.287476, 'pitch_mean': 167.898191, 'pitch_var': 528.638805, 'pitch_range': 74.17508, 'voiced_fraction': 0.958904, 'jitter_local': 0.017663, 'jitter_abs': 0.000107, 'energy_mean': 0.040333, 'energy_var': 0.00062, 'energy_range': 0.09937, 'shimmer_local': 0.149866, 'shimmer_abs': 0.006045, 'spectral_centroid_mean': 1243.828524, 'spectral_centroid_var': 164905.650955, 'speech_rate': 8.680556, 'syllable_count': 20, 'duration_sec': 2.304}","{'response_latency': 0.896, 'rhythm_consistency': 0.524514, 'pause_variability': 0.016, 'speed_variability': 2.319819, 'mean_pause_duration': 0.048, 'max_pause_duration': 0.064, 'pause_count': 2}","{'sentence_length_mean': 8.0, 'lexical_diversity': 0.875, 'avg_word_length': 4.75, 'filler_ratio': 0.0, 'content_word_ratio': 0.5, 'syntactic_complexity': 0.0, 'vocabulary_richness': 4.428, 'word_count': 8, 'sentence_count': 1}",high
42,3,18,"It said that the recording was too short, that's why it was giving a high score. I'm gonna keep this for... Actually, I should test like this.",82,"{'mfcc_0_mean': -319.334564, 'mfcc_0_var': 3309.755859, 'mfcc_1_mean': 108.55011, 'mfcc_1_var': 909.842957, 'mfcc_2_mean': -80.386925, 'mfcc_2_var': 666.474915, 'mfcc_3_mean': 28.469339, 'mfcc_3_var': 1353.506714, 'mfcc_4_mean': -41.268303, 'mfcc_4_var': 507.475983, 'mfcc_5_mean': -45.636429, 'mfcc_5_var': 357.110321, 'mfcc_6_mean': -26.517506, 'mfcc_6_var': 291.9133, 'mfcc_7_mean': -28.530823, 'mfcc_7_var': 152.148315, 'mfcc_8_mean': -28.59844, 'mfcc_8_var': 250.757706, 'mfcc_9_mean': -44.814209, 'mfcc_9_var': 450.550354, 'mfcc_10_mean': -14.155624, 'mfcc_10_var': 149.085709, 'mfcc_11_mean': -24.456648, 'mfcc_11_var': 201.683029, 'mfcc_12_mean': -15.337747, 'mfcc_12_var': 161.395447, 'mfcc_variance_avg': 673.976929, 'pitch_mean': 195.90322, 'pitch_var': 4879.682903, 'pitch_range': 243.745354, 'voiced_fraction': 0.672811, 'jitter_local': 0.030884, 'jitter_abs': 0.000171, 'energy_mean': 0.042574, 'energy_var': 0.000701, 'energy_range': 0.097323, 'shimmer_local': 0.227101, 'shimmer_abs': 0.009669, 'spectral_centroid_mean': 1421.356354, 'spectral_centroid_var': 178063.290455, 'speech_rate': 7.378472, 'syllable_count': 51, 'duration_sec': 6.912}","{'response_latency': 0.064, 'rhythm_consistency': 0.5794, 'pause_variability': 0.094957, 'speed_variability': 4.313864, 'mean_pause_duration': 0.101333, 'max_pause_duration': 0.288, 'pause_count': 6}","{'sentence_length_mean': 14.0, 'lexical_diversity': 0.8214, 'avg_word_length': 3.75, 'filler_ratio': 0.0714, 'content_word_ratio': 0.4286, 'syntactic_complexity': 2.5, 'vocabulary_richness': 6.981, 'word_count': 28, 'sentence_count': 2}",high
43,3,19,"Hello, I am very good. Feeling very nice today. Apparently my day was very happy. I see Mohit walking right in front of me with his coach. He's not sure what he's doing. Rajpolu is looking like an asshole because he's wearing all black completely and he's very stupid stupid guy. I don't like this guy. What to do but he's my classmate.",78,"{'mfcc_0_mean': -316.498383, 'mfcc_0_var': 2311.253418, 'mfcc_1_mean': 109.252548, 'mfcc_1_var': 510.414917, 'mfcc_2_mean': -24.497225, 'mfcc_2_var': 868.896423, 'mfcc_3_mean': 5.740571, 'mfcc_3_var': 1176.43103, 'mfcc_4_mean': -25.49122, 'mfcc_4_var': 254.412079, 'mfcc_5_mean': -48.074863, 'mfcc_5_var': 456.891785, 'mfcc_6_mean': -27.542122, 'mfcc_6_var': 251.433121, 'mfcc_7_mean': -39.119171, 'mfcc_7_var': 239.347549, 'mfcc_8_mean': -29.374599, 'mfcc_8_var': 253.667496, 'mfcc_9_mean': -18.087881, 'mfcc_9_var': 172.89534, 'mfcc_10_mean': -24.397766, 'mfcc_10_var': 137.300461, 'mfcc_11_mean': -12.907517, 'mfcc_11_var': 123.503593, 'mfcc_12_mean': -4.829938, 'mfcc_12_var': 86.797737, 'mfcc_variance_avg': 526.403442, 'pitch_mean': 192.965414, 'pitch_var': 9627.350291, 'pitch_range': 341.4904, 'voiced_fraction': 0.84633, 'jitter_local': 0.041949, 'jitter_abs': 0.000259, 'energy_mean': 0.054399, 'energy_var': 0.001583, 'energy_range': 0.330762, 'shimmer_local': 0.182013, 'shimmer_abs': 0.009901, 'spectral_centroid_mean': 946.493185, 'spectral_centroid_var': 81536.250467, 'speech_rate': 8.908046, 'syllable_count': 124, 'duration_sec': 13.92}","{'response_latency': 1.248, 'rhythm_consistency': 0.380051, 'pause_variability': 0.179684, 'speed_variability': 4.998985, 'mean_pause_duration': 0.167226, 'max_pause_duration': 0.896, 'pause_count': 31}","{'sentence_length_mean': 7.875, 'lexical_diversity': 0.7619, 'avg_word_length': 4.0, 'filler_ratio': 0.0476, 'content_word_ratio': 0.4444, 'syntactic_complexity': 1.0, 'vocabulary_richness': 8.4056, 'word_count': 63, 'sentence_count': 8}",medium
44,3,20,okay so today is my hackathon and i feel like this hackathon is way too overhyped other than your hackathon because these people took 700 rupees from us and your hackathon just took 300 even they had we had more fun over there because at that point we had adi with me adi is a very nice guy what to tell him he's very nice with the girls he's better than a girl,78,"{'mfcc_0_mean': -317.563232, 'mfcc_0_var': 2842.439209, 'mfcc_1_mean': 117.429863, 'mfcc_1_var': 623.762695, 'mfcc_2_mean': -59.553383, 'mfcc_2_var': 941.826355, 'mfcc_3_mean': 19.662107, 'mfcc_3_var': 1192.912231, 'mfcc_4_mean': -37.544907, 'mfcc_4_var': 452.858124, 'mfcc_5_mean': -52.313496, 'mfcc_5_var': 466.169128, 'mfcc_6_mean': -21.59292, 'mfcc_6_var': 267.868683, 'mfcc_7_mean': -51.505703, 'mfcc_7_var': 326.74585, 'mfcc_8_mean': -26.386038, 'mfcc_8_var': 364.78714, 'mfcc_9_mean': -19.071341, 'mfcc_9_var': 287.48938, 'mfcc_10_mean': -34.039364, 'mfcc_10_var': 218.860962, 'mfcc_11_mean': -10.708211, 'mfcc_11_var': 204.415604, 'mfcc_12_mean': -5.314691, 'mfcc_12_var': 184.392471, 'mfcc_variance_avg': 644.194397, 'pitch_mean': 163.788801, 'pitch_var': 8338.650526, 'pitch_range': 396.973605, 'voiced_fraction': 0.76588, 'jitter_local': 0.02631, 'jitter_abs': 0.000187, 'energy_mean': 0.052507, 'energy_var': 0.001198, 'energy_range': 0.161079, 'shimmer_local': 0.191023, 'shimmer_abs': 0.01003, 'spectral_centroid_mean': 1187.218772, 'spectral_centroid_var': 120159.365356, 'speech_rate': 7.322888, 'syllable_count': 129, 'duration_sec': 17.616}","{'response_latency': 0.096, 'rhythm_consistency': 0.78868, 'pause_variability': 0.160363, 'speed_variability': 4.258343, 'mean_pause_duration': 0.166737, 'max_pause_duration': 0.576, 'pause_count': 19}","{'sentence_length_mean': 71.0, 'lexical_diversity': 0.7324, 'avg_word_length': 3.9296, 'filler_ratio': 0.0282, 'content_word_ratio': 0.3803, 'syntactic_complexity': 11.0, 'vocabulary_richness': 8.6744, 'word_count': 71, 'sentence_count': 1}",medium
45,3,21,"And the only thing I want to talk about is that I want to die today. There is this black man standing right in front of me. He looks very old. He doesn't look like a student from a fourth year. Apparently, he should die. I don't want him to live. He should die. He should commit suicide at this point, right now.",74,"{'mfcc_0_mean': -324.727203, 'mfcc_0_var': 2913.532227, 'mfcc_1_mean': 120.655128, 'mfcc_1_var': 581.841736, 'mfcc_2_mean': -63.057587, 'mfcc_2_var': 1096.887207, 'mfcc_3_mean': 20.266563, 'mfcc_3_var': 943.303345, 'mfcc_4_mean': -24.610575, 'mfcc_4_var': 321.176147, 'mfcc_5_mean': -58.402412, 'mfcc_5_var': 430.220032, 'mfcc_6_mean': -23.498833, 'mfcc_6_var': 265.315399, 'mfcc_7_mean': -51.057232, 'mfcc_7_var': 341.677734, 'mfcc_8_mean': -37.578648, 'mfcc_8_var': 403.30777, 'mfcc_9_mean': -12.533438, 'mfcc_9_var': 210.818604, 'mfcc_10_mean': -28.15185, 'mfcc_10_var': 176.08989, 'mfcc_11_mean': -15.60553, 'mfcc_11_var': 162.352127, 'mfcc_12_mean': -2.488774, 'mfcc_12_var': 95.063461, 'mfcc_variance_avg': 610.891174, 'pitch_mean': 181.480692, 'pitch_var': 13481.28865, 'pitch_range': 404.061915, 'voiced_fraction': 0.621212, 'jitter_local': 0.046339, 'jitter_abs': 0.000322, 'energy_mean': 0.045523, 'energy_var': 0.000719, 'energy_range': 0.14541, 'shimmer_local': 0.219745, 'shimmer_abs': 0.010004, 'spectral_centroid_mean': 1167.463434, 'spectral_centroid_var': 112225.798341, 'speech_rate': 8.186739, 'syllable_count': 121, 'duration_sec': 14.78}","{'response_latency': 0.256, 'rhythm_consistency': 0.549261, 'pause_variability': 0.181973, 'speed_variability': 0.889185, 'mean_pause_duration': 0.171789, 'max_pause_duration': 0.672, 'pause_count': 19}","{'sentence_length_mean': 7.875, 'lexical_diversity': 0.7143, 'avg_word_length': 3.7143, 'filler_ratio': 0.0476, 'content_word_ratio': 0.4286, 'syntactic_complexity': 0.875, 'vocabulary_richness': 8.6078, 'word_count': 63, 'sentence_count': 8}",low
46,3,22,"Testing number one, this is gonna be really short, let's end this right now.",81,"{'mfcc_0_mean': -331.927643, 'mfcc_0_var': 3933.714844, 'mfcc_1_mean': 102.15358, 'mfcc_1_var': 942.901001, 'mfcc_2_mean': -81.289139, 'mfcc_2_var': 789.876587, 'mfcc_3_mean': 47.215061, 'mfcc_3_var': 1434.160522, 'mfcc_4_mean': -27.813192, 'mfcc_4_var': 862.997681, 'mfcc_5_mean': -48.935535, 'mfcc_5_var': 336.346527, 'mfcc_6_mean': -25.006805, 'mfcc_6_var': 355.81131, 'mfcc_7_mean': -24.370358, 'mfcc_7_var': 148.962921, 'mfcc_8_mean': -32.635075, 'mfcc_8_var': 211.459549, 'mfcc_9_mean': -53.04126, 'mfcc_9_var': 307.131683, 'mfcc_10_mean': -16.123234, 'mfcc_10_var': 190.512207, 'mfcc_11_mean': -19.606157, 'mfcc_11_var': 176.526199, 'mfcc_12_mean': -21.40646, 'mfcc_12_var': 269.47998, 'mfcc_variance_avg': 766.144653, 'pitch_mean': 165.106344, 'pitch_var': 304.208942, 'pitch_range': 71.703079, 'voiced_fraction': 0.883929, 'jitter_local': 0.017239, 'jitter_abs': 0.000105, 'energy_mean': 0.046679, 'energy_var': 0.000912, 'energy_range': 0.110757, 'shimmer_local': 0.184666, 'shimmer_abs': 0.00862, 'spectral_centroid_mean': 1466.731924, 'spectral_centroid_var': 161020.877025, 'speech_rate': 8.164414, 'syllable_count': 29, 'duration_sec': 3.552}","{'response_latency': 1.312, 'rhythm_consistency': 0.912, 'pause_variability': 0.0, 'speed_variability': 2.214427, 'mean_pause_duration': 0.032, 'max_pause_duration': 0.032, 'pause_count': 1}","{'sentence_length_mean': 15.0, 'lexical_diversity': 0.9333, 'avg_word_length': 3.8667, 'filler_ratio': 0.0667, 'content_word_ratio': 0.6667, 'syntactic_complexity': 0.0, 'vocabulary_richness': 5.5844, 'word_count': 15, 'sentence_count': 1}",high
47,3,23,"Testing number two, don't have much confidence but this better work. This will be a little bit longer. My teammate is playing solitaire while this shit is not working right now.",84,"{'mfcc_0_mean': -339.029419, 'mfcc_0_var': 3234.854736, 'mfcc_1_mean': 109.323784, 'mfcc_1_var': 876.291016, 'mfcc_2_mean': -80.84668, 'mfcc_2_var': 1084.445557, 'mfcc_3_mean': 33.461723, 'mfcc_3_var': 1476.65271, 'mfcc_4_mean': -29.863695, 'mfcc_4_var': 723.845276, 'mfcc_5_mean': -40.176933, 'mfcc_5_var': 366.637817, 'mfcc_6_mean': -23.528965, 'mfcc_6_var': 368.454742, 'mfcc_7_mean': -33.726734, 'mfcc_7_var': 208.450928, 'mfcc_8_mean': -27.06893, 'mfcc_8_var': 256.435089, 'mfcc_9_mean': -46.181454, 'mfcc_9_var': 391.497589, 'mfcc_10_mean': -19.199806, 'mfcc_10_var': 275.957886, 'mfcc_11_mean': -20.993925, 'mfcc_11_var': 124.801125, 'mfcc_12_mean': -22.28129, 'mfcc_12_var': 222.737595, 'mfcc_variance_avg': 739.3125, 'pitch_mean': 151.519784, 'pitch_var': 247.092502, 'pitch_range': 108.299596, 'voiced_fraction': 0.915751, 'jitter_local': 0.021099, 'jitter_abs': 0.000141, 'energy_mean': 0.034938, 'energy_var': 0.000364, 'energy_range': 0.10551, 'shimmer_local': 0.192113, 'shimmer_abs': 0.006712, 'spectral_centroid_mean': 1395.701409, 'spectral_centroid_var': 173232.499281, 'speech_rate': 8.157169, 'syllable_count': 71, 'duration_sec': 8.704}","{'response_latency': 0.0, 'rhythm_consistency': 1.24226, 'pause_variability': 0.190662, 'speed_variability': 3.659435, 'mean_pause_duration': 0.192, 'max_pause_duration': 0.512, 'pause_count': 4}","{'sentence_length_mean': 10.3333, 'lexical_diversity': 0.9032, 'avg_word_length': 4.5161, 'filler_ratio': 0.0323, 'content_word_ratio': 0.5161, 'syntactic_complexity': 0.3333, 'vocabulary_richness': 6.9304, 'word_count': 31, 'sentence_count': 3}",high
48,3,24,"Sava Nidhiya is walking towards me now he has sat, he has white headphones, he has an orange teammate and a fat person has just walked in",80,"{'mfcc_0_mean': -305.655212, 'mfcc_0_var': 4155.420898, 'mfcc_1_mean': 111.199928, 'mfcc_1_var': 543.386475, 'mfcc_2_mean': -76.407532, 'mfcc_2_var': 1118.577393, 'mfcc_3_mean': 24.190098, 'mfcc_3_var': 1012.78833, 'mfcc_4_mean': -35.691711, 'mfcc_4_var': 526.411682, 'mfcc_5_mean': -32.534271, 'mfcc_5_var': 342.121918, 'mfcc_6_mean': -25.061382, 'mfcc_6_var': 285.731812, 'mfcc_7_mean': -36.067986, 'mfcc_7_var': 167.234955, 'mfcc_8_mean': -18.970846, 'mfcc_8_var': 268.35318, 'mfcc_9_mean': -44.362938, 'mfcc_9_var': 291.089661, 'mfcc_10_mean': -22.008621, 'mfcc_10_var': 172.726059, 'mfcc_11_mean': -17.492434, 'mfcc_11_var': 138.861237, 'mfcc_12_mean': -18.940676, 'mfcc_12_var': 196.856293, 'mfcc_variance_avg': 709.19696, 'pitch_mean': 153.270581, 'pitch_var': 336.263213, 'pitch_range': 120.266999, 'voiced_fraction': 0.868421, 'jitter_local': 0.021858, 'jitter_abs': 0.000144, 'energy_mean': 0.042338, 'energy_var': 0.000791, 'energy_range': 0.142946, 'shimmer_local': 0.186154, 'shimmer_abs': 0.007881, 'spectral_centroid_mean': 1331.507677, 'spectral_centroid_var': 118860.054079, 'speech_rate': 8.259912, 'syllable_count': 60, 'duration_sec': 7.264}","{'response_latency': 0.48, 'rhythm_consistency': 1.032606, 'pause_variability': 0.072333, 'speed_variability': 12.326174, 'mean_pause_duration': 0.124, 'max_pause_duration': 0.256, 'pause_count': 8}","{'sentence_length_mean': 27.0, 'lexical_diversity': 0.8148, 'avg_word_length': 4.037, 'filler_ratio': 0.0, 'content_word_ratio': 0.4444, 'syntactic_complexity': 2.0, 'vocabulary_richness': 6.936, 'word_count': 27, 'sentence_count': 1}",high
49,3,25,"Test one, test one.",76,"{'mfcc_0_mean': -291.948669, 'mfcc_0_var': 3485.829834, 'mfcc_1_mean': 104.439339, 'mfcc_1_var': 1334.717285, 'mfcc_2_mean': -89.139236, 'mfcc_2_var': 683.105286, 'mfcc_3_mean': 37.974438, 'mfcc_3_var': 878.784424, 'mfcc_4_mean': -34.719521, 'mfcc_4_var': 780.746887, 'mfcc_5_mean': -45.80011, 'mfcc_5_var': 350.890228, 'mfcc_6_mean': -30.221077, 'mfcc_6_var': 366.294342, 'mfcc_7_mean': -26.57774, 'mfcc_7_var': 108.80925, 'mfcc_8_mean': -21.243477, 'mfcc_8_var': 89.599792, 'mfcc_9_mean': -42.588341, 'mfcc_9_var': 384.659882, 'mfcc_10_mean': -29.278379, 'mfcc_10_var': 192.730804, 'mfcc_11_mean': -20.904739, 'mfcc_11_var': 115.714233, 'mfcc_12_mean': -7.969042, 'mfcc_12_var': 115.240356, 'mfcc_variance_avg': 683.624695, 'pitch_mean': 185.026486, 'pitch_var': 28.639581, 'pitch_range': 17.964476, 'voiced_fraction': 0.511628, 'jitter_local': 0.013339, 'jitter_abs': 7.2e-05, 'energy_mean': 0.060314, 'energy_var': 0.001952, 'energy_range': 0.146179, 'shimmer_local': 0.240408, 'shimmer_abs': 0.0145, 'spectral_centroid_mean': 1489.796828, 'spectral_centroid_var': 265057.828979, 'speech_rate': 5.208333, 'syllable_count': 7, 'duration_sec': 1.344}","{'response_latency': 0.64, 'rhythm_consistency': 0.256, 'pause_variability': 0.0, 'speed_variability': 0.831386, 'mean_pause_duration': 0.064, 'max_pause_duration': 0.064, 'pause_count': 1}","{'sentence_length_mean': 4.0, 'lexical_diversity': 0.5, 'avg_word_length': 3.5, 'filler_ratio': 0.0, 'content_word_ratio': 1.0, 'syntactic_complexity': 0.0, 'vocabulary_richness': 3.4229, 'word_count': 4, 'sentence_count': 1}",low
50,3,26,"Test 2, test 2.",75,"{'mfcc_0_mean': -390.0271, 'mfcc_0_var': 2788.916748, 'mfcc_1_mean': 104.148491, 'mfcc_1_var': 1157.351807, 'mfcc_2_mean': -55.791534, 'mfcc_2_var': 1514.061523, 'mfcc_3_mean': 33.783386, 'mfcc_3_var': 1064.125122, 'mfcc_4_mean': -33.265434, 'mfcc_4_var': 381.226288, 'mfcc_5_mean': -41.939777, 'mfcc_5_var': 322.295929, 'mfcc_6_mean': -32.202148, 'mfcc_6_var': 188.656982, 'mfcc_7_mean': -24.298727, 'mfcc_7_var': 173.487747, 'mfcc_8_mean': -23.332067, 'mfcc_8_var': 271.151337, 'mfcc_9_mean': -50.68306, 'mfcc_9_var': 278.569458, 'mfcc_10_mean': -17.125286, 'mfcc_10_var': 131.099289, 'mfcc_11_mean': -15.190849, 'mfcc_11_var': 262.580292, 'mfcc_12_mean': -17.440805, 'mfcc_12_var': 182.342545, 'mfcc_variance_avg': 670.451172, 'pitch_mean': 385.136325, 'pitch_var': 425.461414, 'pitch_range': 107.630621, 'voiced_fraction': 0.479167, 'jitter_local': 0.015027, 'jitter_abs': 3.9e-05, 'energy_mean': 0.02776, 'energy_var': 0.000464, 'energy_range': 0.081734, 'shimmer_local': 0.26332, 'shimmer_abs': 0.00731, 'spectral_centroid_mean': 1364.453519, 'spectral_centroid_var': 391103.840634, 'speech_rate': 7.31383, 'syllable_count': 11, 'duration_sec': 1.504}","{'response_latency': 0.32, 'rhythm_consistency': 0.177268, 'pause_variability': 0.165934, 'speed_variability': 0.413805, 'mean_pause_duration': 0.149333, 'max_pause_duration': 0.384, 'pause_count': 3}","{'sentence_length_mean': 2.0, 'lexical_diversity': 0.5, 'avg_word_length': 4.0, 'filler_ratio': 0.0, 'content_word_ratio': 1.0, 'syntactic_complexity': 0.0, 'vocabulary_richness': 2.0, 'word_count': 2, 'sentence_count': 1}",low
51,3,27,Test number 3 now we end.,78,"{'mfcc_0_mean': -321.488251, 'mfcc_0_var': 4458.930176, 'mfcc_1_mean': 107.059601, 'mfcc_1_var': 505.956909, 'mfcc_2_mean': -107.088631, 'mfcc_2_var': 964.029785, 'mfcc_3_mean': 62.454052, 'mfcc_3_var': 989.928223, 'mfcc_4_mean': -50.824833, 'mfcc_4_var': 438.211395, 'mfcc_5_mean': -51.696537, 'mfcc_5_var': 219.766891, 'mfcc_6_mean': -31.137571, 'mfcc_6_var': 160.227875, 'mfcc_7_mean': -23.686136, 'mfcc_7_var': 204.14975, 'mfcc_8_mean': -18.583826, 'mfcc_8_var': 131.339645, 'mfcc_9_mean': -53.436546, 'mfcc_9_var': 148.647964, 'mfcc_10_mean': -15.652191, 'mfcc_10_var': 200.39682, 'mfcc_11_mean': -27.6152, 'mfcc_11_var': 106.114769, 'mfcc_12_mean': -26.942123, 'mfcc_12_var': 111.132896, 'mfcc_variance_avg': 664.525696, 'pitch_mean': 162.687406, 'pitch_var': 391.532513, 'pitch_range': 65.748038, 'voiced_fraction': 0.826087, 'jitter_local': 0.032778, 'jitter_abs': 0.000204, 'energy_mean': 0.037972, 'energy_var': 0.00035, 'energy_range': 0.071728, 'shimmer_local': 0.179132, 'shimmer_abs': 0.006802, 'spectral_centroid_mean': 1608.929219, 'spectral_centroid_var': 109969.635318, 'speech_rate': 9.027778, 'syllable_count': 13, 'duration_sec': 1.44}","{'response_latency': 0.544, 'rhythm_consistency': 0.0, 'pause_variability': 0.0, 'speed_variability': 0.0, 'mean_pause_duration': 0.0, 'max_pause_duration': 0.0, 'pause_count': 0}","{'sentence_length_mean': 5.0, 'lexical_diversity': 1.0, 'avg_word_length': 3.6, 'filler_ratio': 0.0, 'content_word_ratio': 0.6, 'syntactic_complexity': 0.0, 'vocabulary_richness': 3.3881, 'word_count': 5, 'sentence_count': 1}",medium
52,3,28,"Okay, now I will test longer and longer recordings. My day was nice. I had good food today. I went out and I had fun with my friends. It is 20 seconds. I will see how this works now.",79,"{'mfcc_0_mean': -350.618958, 'mfcc_0_var': 2443.696289, 'mfcc_1_mean': 119.292732, 'mfcc_1_var': 778.678467, 'mfcc_2_mean': -79.724106, 'mfcc_2_var': 945.996704, 'mfcc_3_mean': 27.472795, 'mfcc_3_var': 1104.363159, 'mfcc_4_mean': -29.301918, 'mfcc_4_var': 572.31366, 'mfcc_5_mean': -46.732254, 'mfcc_5_var': 416.068176, 'mfcc_6_mean': -24.785217, 'mfcc_6_var': 315.326294, 'mfcc_7_mean': -26.446281, 'mfcc_7_var': 210.187164, 'mfcc_8_mean': -25.331337, 'mfcc_8_var': 262.985809, 'mfcc_9_mean': -44.337521, 'mfcc_9_var': 379.138763, 'mfcc_10_mean': -25.733379, 'mfcc_10_var': 163.74855, 'mfcc_11_mean': -21.509874, 'mfcc_11_var': 121.110382, 'mfcc_12_mean': -17.577417, 'mfcc_12_var': 183.224014, 'mfcc_variance_avg': 607.449036, 'pitch_mean': 174.016041, 'pitch_var': 2389.696338, 'pitch_range': 269.08562, 'voiced_fraction': 0.866477, 'jitter_local': 0.030955, 'jitter_abs': 0.000187, 'energy_mean': 0.034901, 'energy_var': 0.000376, 'energy_range': 0.098599, 'shimmer_local': 0.172996, 'shimmer_abs': 0.006038, 'spectral_centroid_mean': 1281.763211, 'spectral_centroid_var': 146905.46313, 'speech_rate': 7.834758, 'syllable_count': 88, 'duration_sec': 11.232}","{'response_latency': 0.672, 'rhythm_consistency': 0.560354, 'pause_variability': 0.072688, 'speed_variability': 6.164954, 'mean_pause_duration': 0.108308, 'max_pause_duration': 0.256, 'pause_count': 13}","{'sentence_length_mean': 6.3333, 'lexical_diversity': 0.7368, 'avg_word_length': 3.5526, 'filler_ratio': 0.0, 'content_word_ratio': 0.4211, 'syntactic_complexity': 0.5, 'vocabulary_richness': 7.7733, 'word_count': 38, 'sentence_count': 6}",medium
53,3,29,I don't have much problem in speaking right now. This test better come low and I think we might need to display the older version because of the computing skills of this one.,81,"{'mfcc_0_mean': -329.692108, 'mfcc_0_var': 2761.626465, 'mfcc_1_mean': 114.035385, 'mfcc_1_var': 751.595581, 'mfcc_2_mean': -65.827095, 'mfcc_2_var': 1035.202148, 'mfcc_3_mean': 26.484589, 'mfcc_3_var': 1389.699463, 'mfcc_4_mean': -34.919899, 'mfcc_4_var': 566.792969, 'mfcc_5_mean': -39.733425, 'mfcc_5_var': 330.791077, 'mfcc_6_mean': -27.8251, 'mfcc_6_var': 324.245697, 'mfcc_7_mean': -35.859219, 'mfcc_7_var': 202.389954, 'mfcc_8_mean': -13.819951, 'mfcc_8_var': 276.183411, 'mfcc_9_mean': -37.366783, 'mfcc_9_var': 298.517944, 'mfcc_10_mean': -28.637508, 'mfcc_10_var': 201.052032, 'mfcc_11_mean': -18.124075, 'mfcc_11_var': 221.291611, 'mfcc_12_mean': -19.801552, 'mfcc_12_var': 195.553085, 'mfcc_variance_avg': 658.07251, 'pitch_mean': 172.558886, 'pitch_var': 4081.111452, 'pitch_range': 354.201772, 'voiced_fraction': 0.784024, 'jitter_local': 0.029673, 'jitter_abs': 0.000186, 'energy_mean': 0.042366, 'energy_var': 0.000664, 'energy_range': 0.12875, 'shimmer_local': 0.184844, 'shimmer_abs': 0.007831, 'spectral_centroid_mean': 1245.256052, 'spectral_centroid_var': 165969.945768, 'speech_rate': 8.994807, 'syllable_count': 97, 'duration_sec': 10.784}","{'response_latency': 0.032, 'rhythm_consistency': 0.667408, 'pause_variability': 0.109658, 'speed_variability': 3.262933, 'mean_pause_duration': 0.125333, 'max_pause_duration': 0.352, 'pause_count': 12}","{'sentence_length_mean': 16.5, 'lexical_diversity': 0.8788, 'avg_word_length': 4.1515, 'filler_ratio': 0.0303, 'content_word_ratio': 0.5152, 'syntactic_complexity': 2.0, 'vocabulary_richness': 7.0944, 'word_count': 33, 'sentence_count': 2}",high
